state,year,metric,value
Pulau Pinang,2024,Tenaga Buruh 278.3 303.3 304.6 325.6 340.3 Labour Force Bekerja 271.5 296.1 297.4 319.3 333.2 Employed Penganggur 6.8 7.3 7.1 6.3 7.0 Unemployed Luar Tenaga Buruh 56.9 52.2 60.0 56.3 64.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 83.0 85.3 83.5 85.3 84.0 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 2.4 2.4 2.3 1.9 2.1 Graduates Unemployment Rate,
Pulau Pinang,2020,Lelaki Male,162300.0
Pulau Pinang,2021,Lelaki Male,170100.0
Pulau Pinang,2022,Lelaki Male,172800.0
Pulau Pinang,2023,Lelaki Male,185200.0
Pulau Pinang,2024,Lelaki Male,194600.0
Pulau Pinang,2020,Tenaga Buruh 143.4 149.3 152.9 165.3 173.2 Labour Force Bekerja 139.2 144.9 148.6 161.6 169.4 Employed Penganggur 4.3 4.3 4.3 3.8 3.8 Unemployed Luar Tenaga Buruh 18.8 20.8 19.9 19.9 21.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.4 87.8 88.5 89.3 89.0 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.0 2.9 2.8 2.3 2.2 Graduates Unemployment Rate,
Pulau Pinang,2021,Tenaga Buruh 143.4 149.3 152.9 165.3 173.2 Labour Force Bekerja 139.2 144.9 148.6 161.6 169.4 Employed Penganggur 4.3 4.3 4.3 3.8 3.8 Unemployed Luar Tenaga Buruh 18.8 20.8 19.9 19.9 21.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.4 87.8 88.5 89.3 89.0 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.0 2.9 2.8 2.3 2.2 Graduates Unemployment Rate,
Pulau Pinang,2022,Tenaga Buruh 143.4 149.3 152.9 165.3 173.2 Labour Force Bekerja 139.2 144.9 148.6 161.6 169.4 Employed Penganggur 4.3 4.3 4.3 3.8 3.8 Unemployed Luar Tenaga Buruh 18.8 20.8 19.9 19.9 21.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.4 87.8 88.5 89.3 89.0 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.0 2.9 2.8 2.3 2.2 Graduates Unemployment Rate,
Pulau Pinang,2023,Tenaga Buruh 143.4 149.3 152.9 165.3 173.2 Labour Force Bekerja 139.2 144.9 148.6 161.6 169.4 Employed Penganggur 4.3 4.3 4.3 3.8 3.8 Unemployed Luar Tenaga Buruh 18.8 20.8 19.9 19.9 21.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.4 87.8 88.5 89.3 89.0 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.0 2.9 2.8 2.3 2.2 Graduates Unemployment Rate,
Pulau Pinang,2024,Tenaga Buruh 143.4 149.3 152.9 165.3 173.2 Labour Force Bekerja 139.2 144.9 148.6 161.6 169.4 Employed Penganggur 4.3 4.3 4.3 3.8 3.8 Unemployed Luar Tenaga Buruh 18.8 20.8 19.9 19.9 21.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.4 87.8 88.5 89.3 89.0 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 3.0 2.9 2.8 2.3 2.2 Graduates Unemployment Rate,
Pulau Pinang,2020,Perempuan Female,173000.0
Pulau Pinang,2021,Perempuan Female,185500.0
Pulau Pinang,2022,Perempuan Female,191800.0
Pulau Pinang,2023,Perempuan Female,196700.0
Pulau Pinang,2024,Perempuan Female,210400.0
Pulau Pinang,2020,Tenaga Buruh 134.9 154.1 151.7 160.3 167.1 Labour Force Bekerja 132.4 151.1 148.8 157.8 163.8 Employed Penganggur 2.5 2.9 2.9 2.5 3.3 Unemployed Luar Tenaga Buruh 38.1 31.4 40.1 36.4 43.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.0 83.1 79.1 81.5 79.4 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.9 1.9 1.9 1.6 2.0 Graduates Unemployment Rate,
Pulau Pinang,2021,Tenaga Buruh 134.9 154.1 151.7 160.3 167.1 Labour Force Bekerja 132.4 151.1 148.8 157.8 163.8 Employed Penganggur 2.5 2.9 2.9 2.5 3.3 Unemployed Luar Tenaga Buruh 38.1 31.4 40.1 36.4 43.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.0 83.1 79.1 81.5 79.4 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.9 1.9 1.9 1.6 2.0 Graduates Unemployment Rate,
Pulau Pinang,2022,Tenaga Buruh 134.9 154.1 151.7 160.3 167.1 Labour Force Bekerja 132.4 151.1 148.8 157.8 163.8 Employed Penganggur 2.5 2.9 2.9 2.5 3.3 Unemployed Luar Tenaga Buruh 38.1 31.4 40.1 36.4 43.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.0 83.1 79.1 81.5 79.4 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.9 1.9 1.9 1.6 2.0 Graduates Unemployment Rate,
Pulau Pinang,2023,Tenaga Buruh 134.9 154.1 151.7 160.3 167.1 Labour Force Bekerja 132.4 151.1 148.8 157.8 163.8 Employed Penganggur 2.5 2.9 2.9 2.5 3.3 Unemployed Luar Tenaga Buruh 38.1 31.4 40.1 36.4 43.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.0 83.1 79.1 81.5 79.4 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.9 1.9 1.9 1.6 2.0 Graduates Unemployment Rate,
Pulau Pinang,2024,Tenaga Buruh 134.9 154.1 151.7 160.3 167.1 Labour Force Bekerja 132.4 151.1 148.8 157.8 163.8 Employed Penganggur 2.5 2.9 2.9 2.5 3.3 Unemployed Luar Tenaga Buruh 38.1 31.4 40.1 36.4 43.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.0 83.1 79.1 81.5 79.4 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 1.9 1.9 1.9 1.6 2.0 Graduates Unemployment Rate,
Perak,2020,Jumlah Total,301200.0
Perak,2021,Jumlah Total,316400.0
Perak,2022,Jumlah Total,332100.0
Perak,2023,Jumlah Total,348000.0
Perak,2024,Jumlah Total,361600.0
Perak,2020,Tenaga Buruh 235.5 249.5 262.5 273.8 288.7 Labour Force Bekerja 221.9 236.5 249.7 262.1 277.2 Employed Penganggur 13.6 13.1 12.8 11.7 11.5 Unemployed Luar Tenaga Buruh 65.6 66.8 69.6 74.3 72.9 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.2 78.9 79.0 78.7 79.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.8 5.2 4.9 4.3 4.0 Graduates Unemployment Rate,
Perak,2021,Tenaga Buruh 235.5 249.5 262.5 273.8 288.7 Labour Force Bekerja 221.9 236.5 249.7 262.1 277.2 Employed Penganggur 13.6 13.1 12.8 11.7 11.5 Unemployed Luar Tenaga Buruh 65.6 66.8 69.6 74.3 72.9 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.2 78.9 79.0 78.7 79.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.8 5.2 4.9 4.3 4.0 Graduates Unemployment Rate,
Perak,2022,Tenaga Buruh 235.5 249.5 262.5 273.8 288.7 Labour Force Bekerja 221.9 236.5 249.7 262.1 277.2 Employed Penganggur 13.6 13.1 12.8 11.7 11.5 Unemployed Luar Tenaga Buruh 65.6 66.8 69.6 74.3 72.9 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.2 78.9 79.0 78.7 79.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.8 5.2 4.9 4.3 4.0 Graduates Unemployment Rate,
Perak,2023,Tenaga Buruh 235.5 249.5 262.5 273.8 288.7 Labour Force Bekerja 221.9 236.5 249.7 262.1 277.2 Employed Penganggur 13.6 13.1 12.8 11.7 11.5 Unemployed Luar Tenaga Buruh 65.6 66.8 69.6 74.3 72.9 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.2 78.9 79.0 78.7 79.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.8 5.2 4.9 4.3 4.0 Graduates Unemployment Rate,
Perak,2024,Tenaga Buruh 235.5 249.5 262.5 273.8 288.7 Labour Force Bekerja 221.9 236.5 249.7 262.1 277.2 Employed Penganggur 13.6 13.1 12.8 11.7 11.5 Unemployed Luar Tenaga Buruh 65.6 66.8 69.6 74.3 72.9 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.2 78.9 79.0 78.7 79.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.8 5.2 4.9 4.3 4.0 Graduates Unemployment Rate,
Perak,2020,Lelaki Male,134800.0
Perak,2021,Lelaki Male,140500.0
Perak,2022,Lelaki Male,145900.0
Perak,2023,Lelaki Male,152700.0
Perak,2024,Lelaki Male,157100.0
Perak,2020,Tenaga Buruh 107.5 111.5 116.8 121.1 128.5 Labour Force Bekerja 101.2 105.6 111.4 115.9 123.7 Employed Penganggur 6.3 5.9 5.4 5.2 4.7 Unemployed Luar Tenaga Buruh 27.2 29.0 29.1 31.6 28.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 79.8 79.4 80.1 79.3 81.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.9 5.3 4.6 4.3 3.7 Graduates Unemployment Rate,
Perak,2021,Tenaga Buruh 107.5 111.5 116.8 121.1 128.5 Labour Force Bekerja 101.2 105.6 111.4 115.9 123.7 Employed Penganggur 6.3 5.9 5.4 5.2 4.7 Unemployed Luar Tenaga Buruh 27.2 29.0 29.1 31.6 28.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 79.8 79.4 80.1 79.3 81.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.9 5.3 4.6 4.3 3.7 Graduates Unemployment Rate,
Perak,2022,Tenaga Buruh 107.5 111.5 116.8 121.1 128.5 Labour Force Bekerja 101.2 105.6 111.4 115.9 123.7 Employed Penganggur 6.3 5.9 5.4 5.2 4.7 Unemployed Luar Tenaga Buruh 27.2 29.0 29.1 31.6 28.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 79.8 79.4 80.1 79.3 81.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.9 5.3 4.6 4.3 3.7 Graduates Unemployment Rate,
Perak,2023,Tenaga Buruh 107.5 111.5 116.8 121.1 128.5 Labour Force Bekerja 101.2 105.6 111.4 115.9 123.7 Employed Penganggur 6.3 5.9 5.4 5.2 4.7 Unemployed Luar Tenaga Buruh 27.2 29.0 29.1 31.6 28.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 79.8 79.4 80.1 79.3 81.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.9 5.3 4.6 4.3 3.7 Graduates Unemployment Rate,
Perak,2024,Tenaga Buruh 107.5 111.5 116.8 121.1 128.5 Labour Force Bekerja 101.2 105.6 111.4 115.9 123.7 Employed Penganggur 6.3 5.9 5.4 5.2 4.7 Unemployed Luar Tenaga Buruh 27.2 29.0 29.1 31.6 28.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 79.8 79.4 80.1 79.3 81.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.9 5.3 4.6 4.3 3.7 Graduates Unemployment Rate,
Perak,2020,Perempuan Female,166400.0
Perak,2021,Perempuan Female,175900.0
Perak,2022,Perempuan Female,186200.0
Perak,2023,Perempuan Female,195400.0
Perak,2024,Perempuan Female,204400.0
Perak,2020,Tenaga Buruh 128.0 138.1 145.7 152.7 160.2 Labour Force Bekerja 120.7 130.9 138.3 146.2 153.5 Employed Penganggur 7.3 7.2 7.5 6.5 6.8 Unemployed Luar Tenaga Buruh 38.4 37.8 40.5 42.7 44.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 76.9 78.5 78.2 78.1 78.4 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.7 5.2 5.1 4.3 4.2 Graduates Unemployment Rate,
Perak,2021,Tenaga Buruh 128.0 138.1 145.7 152.7 160.2 Labour Force Bekerja 120.7 130.9 138.3 146.2 153.5 Employed Penganggur 7.3 7.2 7.5 6.5 6.8 Unemployed Luar Tenaga Buruh 38.4 37.8 40.5 42.7 44.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 76.9 78.5 78.2 78.1 78.4 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.7 5.2 5.1 4.3 4.2 Graduates Unemployment Rate,
Perak,2022,Tenaga Buruh 128.0 138.1 145.7 152.7 160.2 Labour Force Bekerja 120.7 130.9 138.3 146.2 153.5 Employed Penganggur 7.3 7.2 7.5 6.5 6.8 Unemployed Luar Tenaga Buruh 38.4 37.8 40.5 42.7 44.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 76.9 78.5 78.2 78.1 78.4 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.7 5.2 5.1 4.3 4.2 Graduates Unemployment Rate,
Perak,2023,Tenaga Buruh 128.0 138.1 145.7 152.7 160.2 Labour Force Bekerja 120.7 130.9 138.3 146.2 153.5 Employed Penganggur 7.3 7.2 7.5 6.5 6.8 Unemployed Luar Tenaga Buruh 38.4 37.8 40.5 42.7 44.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 76.9 78.5 78.2 78.1 78.4 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.7 5.2 5.1 4.3 4.2 Graduates Unemployment Rate,
Perak,2024,Tenaga Buruh 128.0 138.1 145.7 152.7 160.2 Labour Force Bekerja 120.7 130.9 138.3 146.2 153.5 Employed Penganggur 7.3 7.2 7.5 6.5 6.8 Unemployed Luar Tenaga Buruh 38.4 37.8 40.5 42.7 44.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 76.9 78.5 78.2 78.1 78.4 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.7 5.2 5.1 4.3 4.2 Graduates Unemployment Rate,
Perak,2020,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
Perak,2021,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
Perak,2022,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
Perak,2023,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
Perak,2024,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
Perlis,2020,Jumlah Total,40300.0
Perlis,2021,Jumlah Total,42900.0
Perlis,2022,Jumlah Total,45300.0
Perlis,2023,Jumlah Total,47300.0
Perlis,2024,Jumlah Total,48700.0
Perlis,2020,Tenaga Buruh 30.2 31.4 34.0 35.2 37.4 Labour Force Bekerja 28.5 29.7 32.3 33.7 35.9 Employed Penganggur 1.7 1.7 1.8 1.5 1.5 Unemployed Luar Tenaga Buruh 10.2 11.5 11.2 12.1 11.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 74.8 73.3 75.2 74.3 76.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.6 5.6 5.2 4.2 4.1 Graduates Unemployment Rate,
Perlis,2021,Tenaga Buruh 30.2 31.4 34.0 35.2 37.4 Labour Force Bekerja 28.5 29.7 32.3 33.7 35.9 Employed Penganggur 1.7 1.7 1.8 1.5 1.5 Unemployed Luar Tenaga Buruh 10.2 11.5 11.2 12.1 11.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 74.8 73.3 75.2 74.3 76.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.6 5.6 5.2 4.2 4.1 Graduates Unemployment Rate,
Perlis,2022,Tenaga Buruh 30.2 31.4 34.0 35.2 37.4 Labour Force Bekerja 28.5 29.7 32.3 33.7 35.9 Employed Penganggur 1.7 1.7 1.8 1.5 1.5 Unemployed Luar Tenaga Buruh 10.2 11.5 11.2 12.1 11.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 74.8 73.3 75.2 74.3 76.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.6 5.6 5.2 4.2 4.1 Graduates Unemployment Rate,
Perlis,2023,Tenaga Buruh 30.2 31.4 34.0 35.2 37.4 Labour Force Bekerja 28.5 29.7 32.3 33.7 35.9 Employed Penganggur 1.7 1.7 1.8 1.5 1.5 Unemployed Luar Tenaga Buruh 10.2 11.5 11.2 12.1 11.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 74.8 73.3 75.2 74.3 76.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.6 5.6 5.2 4.2 4.1 Graduates Unemployment Rate,
Perlis,2024,Tenaga Buruh 30.2 31.4 34.0 35.2 37.4 Labour Force Bekerja 28.5 29.7 32.3 33.7 35.9 Employed Penganggur 1.7 1.7 1.8 1.5 1.5 Unemployed Luar Tenaga Buruh 10.2 11.5 11.2 12.1 11.3 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 74.8 73.3 75.2 74.3 76.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.6 5.6 5.2 4.2 4.1 Graduates Unemployment Rate,
Perlis,2020,Lelaki Male,15600.0
Perlis,2021,Lelaki Male,16300.0
Perlis,2022,Lelaki Male,17300.0
Perlis,2023,Lelaki Male,18200.0
Perlis,2024,Lelaki Male,17700.0
Perlis,2020,Tenaga Buruh 12.1 12.4 13.5 14.0 14.1 Labour Force Bekerja 11.4 11.7 12.9 13.4 13.6 Employed Penganggur 0.7 0.7* 0.6 0.6 0.5 Unemployed Luar Tenaga Buruh 3.6 3.8 3.8 4.2 3.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 77.2 76.4 78.2 77.2 79.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.9 5.7 4.7 4.1 3.8 Graduates Unemployment Rate,
Perlis,2021,Tenaga Buruh 12.1 12.4 13.5 14.0 14.1 Labour Force Bekerja 11.4 11.7 12.9 13.4 13.6 Employed Penganggur 0.7 0.7* 0.6 0.6 0.5 Unemployed Luar Tenaga Buruh 3.6 3.8 3.8 4.2 3.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 77.2 76.4 78.2 77.2 79.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.9 5.7 4.7 4.1 3.8 Graduates Unemployment Rate,
Perlis,2022,Tenaga Buruh 12.1 12.4 13.5 14.0 14.1 Labour Force Bekerja 11.4 11.7 12.9 13.4 13.6 Employed Penganggur 0.7 0.7* 0.6 0.6 0.5 Unemployed Luar Tenaga Buruh 3.6 3.8 3.8 4.2 3.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 77.2 76.4 78.2 77.2 79.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.9 5.7 4.7 4.1 3.8 Graduates Unemployment Rate,
Perlis,2023,Tenaga Buruh 12.1 12.4 13.5 14.0 14.1 Labour Force Bekerja 11.4 11.7 12.9 13.4 13.6 Employed Penganggur 0.7 0.7* 0.6 0.6 0.5 Unemployed Luar Tenaga Buruh 3.6 3.8 3.8 4.2 3.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 77.2 76.4 78.2 77.2 79.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.9 5.7 4.7 4.1 3.8 Graduates Unemployment Rate,
Perlis,2024,Tenaga Buruh 12.1 12.4 13.5 14.0 14.1 Labour Force Bekerja 11.4 11.7 12.9 13.4 13.6 Employed Penganggur 0.7 0.7* 0.6 0.6 0.5 Unemployed Luar Tenaga Buruh 3.6 3.8 3.8 4.2 3.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 77.2 76.4 78.2 77.2 79.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.9 5.7 4.7 4.1 3.8 Graduates Unemployment Rate,
Perlis,2020,Perempuan Female,24700.0
Perlis,2021,Perempuan Female,26600.0
Perlis,2022,Perempuan Female,28000.0
Perlis,2023,Perempuan Female,29100.0
Perlis,2024,Perempuan Female,31000.0
Perlis,2020,Tenaga Buruh 18.1 19.0 20.5 21.1 23.3 Labour Force Bekerja 17.1 18.0 19.4 20.2 22.3 Employed Penganggur 1.0 1.0 1.2 0.9 1.0 Unemployed Luar Tenaga Buruh 6.6 7.6 7.5 8.0 7.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 73.2 71.4 73.3 72.6 75.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.5 5.5 5.6 4.3 4.2 Graduates Unemployment Rate,
Perlis,2021,Tenaga Buruh 18.1 19.0 20.5 21.1 23.3 Labour Force Bekerja 17.1 18.0 19.4 20.2 22.3 Employed Penganggur 1.0 1.0 1.2 0.9 1.0 Unemployed Luar Tenaga Buruh 6.6 7.6 7.5 8.0 7.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 73.2 71.4 73.3 72.6 75.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.5 5.5 5.6 4.3 4.2 Graduates Unemployment Rate,
Perlis,2022,Tenaga Buruh 18.1 19.0 20.5 21.1 23.3 Labour Force Bekerja 17.1 18.0 19.4 20.2 22.3 Employed Penganggur 1.0 1.0 1.2 0.9 1.0 Unemployed Luar Tenaga Buruh 6.6 7.6 7.5 8.0 7.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 73.2 71.4 73.3 72.6 75.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.5 5.5 5.6 4.3 4.2 Graduates Unemployment Rate,
Perlis,2023,Tenaga Buruh 18.1 19.0 20.5 21.1 23.3 Labour Force Bekerja 17.1 18.0 19.4 20.2 22.3 Employed Penganggur 1.0 1.0 1.2 0.9 1.0 Unemployed Luar Tenaga Buruh 6.6 7.6 7.5 8.0 7.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 73.2 71.4 73.3 72.6 75.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.5 5.5 5.6 4.3 4.2 Graduates Unemployment Rate,
Perlis,2024,Tenaga Buruh 18.1 19.0 20.5 21.1 23.3 Labour Force Bekerja 17.1 18.0 19.4 20.2 22.3 Employed Penganggur 1.0 1.0 1.2 0.9 1.0 Unemployed Luar Tenaga Buruh 6.6 7.6 7.5 8.0 7.7 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 73.2 71.4 73.3 72.6 75.2 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.5 5.5 5.6 4.3 4.2 Graduates Unemployment Rate,
Perlis,2020,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
Perlis,2021,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
Perlis,2022,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
Perlis,2023,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
Perlis,2024,* Penggunaan data secara berhati-hati kerana faktor ralat piawai relatif yang tinggi Data to be used with caution due to high relative standard error,
Selangor,2020,Jumlah Total,1588700.0
Selangor,2021,Jumlah Total,1667400.0
Selangor,2022,Jumlah Total,1742800.0
Selangor,2023,Jumlah Total,1817000.0
Selangor,2024,Jumlah Total,1825200.0
Selangor,2020,"Tenaga Buruh 1,384.5 1,450.8 1,534.9 1,611.8 1,610.9 Labour Force Bekerja 1,324.6 1,391.8 1,486.4 1,558.6 1,559.7 Employed Penganggur 59.8 59.0 48.5 53.2 51.2 Unemployed Luar Tenaga Buruh 204.2 216.6 207.9 205.2 214.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.1 87.0 88.1 88.7 88.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.3 4.1 3.2 3.3 3.2 Graduates Unemployment Rate",
Selangor,2021,"Tenaga Buruh 1,384.5 1,450.8 1,534.9 1,611.8 1,610.9 Labour Force Bekerja 1,324.6 1,391.8 1,486.4 1,558.6 1,559.7 Employed Penganggur 59.8 59.0 48.5 53.2 51.2 Unemployed Luar Tenaga Buruh 204.2 216.6 207.9 205.2 214.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.1 87.0 88.1 88.7 88.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.3 4.1 3.2 3.3 3.2 Graduates Unemployment Rate",
Selangor,2022,"Tenaga Buruh 1,384.5 1,450.8 1,534.9 1,611.8 1,610.9 Labour Force Bekerja 1,324.6 1,391.8 1,486.4 1,558.6 1,559.7 Employed Penganggur 59.8 59.0 48.5 53.2 51.2 Unemployed Luar Tenaga Buruh 204.2 216.6 207.9 205.2 214.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.1 87.0 88.1 88.7 88.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.3 4.1 3.2 3.3 3.2 Graduates Unemployment Rate",
Selangor,2023,"Tenaga Buruh 1,384.5 1,450.8 1,534.9 1,611.8 1,610.9 Labour Force Bekerja 1,324.6 1,391.8 1,486.4 1,558.6 1,559.7 Employed Penganggur 59.8 59.0 48.5 53.2 51.2 Unemployed Luar Tenaga Buruh 204.2 216.6 207.9 205.2 214.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.1 87.0 88.1 88.7 88.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.3 4.1 3.2 3.3 3.2 Graduates Unemployment Rate",
Selangor,2024,"Tenaga Buruh 1,384.5 1,450.8 1,534.9 1,611.8 1,610.9 Labour Force Bekerja 1,324.6 1,391.8 1,486.4 1,558.6 1,559.7 Employed Penganggur 59.8 59.0 48.5 53.2 51.2 Unemployed Luar Tenaga Buruh 204.2 216.6 207.9 205.2 214.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.1 87.0 88.1 88.7 88.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.3 4.1 3.2 3.3 3.2 Graduates Unemployment Rate",
Selangor,2020,Lelaki Male,778800.0
Selangor,2021,Lelaki Male,814300.0
Selangor,2022,Lelaki Male,851700.0
Selangor,2023,Lelaki Male,879400.0
Selangor,2024,Lelaki Male,871800.0
